district_id,district_name,state_name,state_code,year,source_name,source_year,area_sq_km,coastal_district,population_total,population_male,population_female,rural_population,urban_population,rural_population_pct,urban_population_pct,population_density,population_growth_rate_pct,sex_ratio,child_sex_ratio_0_6,children_0_6_pop,households_total,avg_household_size,sc_population,sc_population_pct,st_population,st_population_pct,literacy_rate_pct,male_literacy_rate_pct,female_literacy_rate_pct,literate_population,illiterate_population,sanitation_coverage_pct,hh_with_latrine,hh_without_latrine,hh_with_flush_latrine,hh_with_pit_latrine,open_defecation_free,swachh_bharat_toilets_built,drinking_water_coverage_pct,hh_tap_water,hh_well_water,hh_other_water_source,hh_water_within_premises,hh_treated_water_pct,piped_water_urban_pct,piped_water_rural_pct,jjm_fhtc_connections,fluoride_affected_habitations,arsenic_affected_habitations,nitrate_affected_habitations,iron_affected_habitations,total_wq_affected_habitations,habitations_safe_water,water_quality_issue_count,water_testing_labs_count,water_samples_tested,water_samples_failed_pct,sub_centres_count,phc_count,chc_count,subdivisional_hospitals,district_hospitals,mobile_medical_units,total_govt_health_facilities,govt_hospital_beds,govt_doctors_count,govt_nurses_count,asha_workers,anganwadi_centres,health_facility_count,infant_mortality_rate,under5_mortality_rate,maternal_mortality_ratio,stunting_pct,wasting_pct,anemia_women_pct,institutional_delivery_pct,full_immunization_pct,antenatal_care_pct,poverty_rate_pct,bpl_households,bpl_household_pct,electricity_access_pct,avg_monthly_income_inr,flood_risk,drought_risk,cyclone_risk,vulnerability_score_raw,risk_tier,population_at_risk,waterborne_disease_index,public_health_risk_score
TN_THOO_2011,Thoothukudi,Tamil Nadu,TN,2011,CensusHH2011,2011,4621,1,1774356,881637,892719,1093042,681314,61.6,38.4,383.98,1.17,1012.6,948.1,151262,429788,4.13,474700,26.75,101755,5.73,72.83,79.33,68.37,1292309,482047,67.76,291219,138569,188183,37983,0,0,77.24,206893,65146,157749,232858,83.49,88.83,57.93,0,11,3,13,17,44,147,44,1,580,21.45,268,46,10,4,1,4,329,1110,295,550,1093,1619,329,33.6,43.1,107.0,23.44,17.78,50.77,86.57,78.95,75.2,7.77,33379,7.77,87.0,18521,HIGH,MEDIUM,HIGH,37.227,HIGH,66053950,0.3449,18.8778
TN_THOO_2023,Thoothukudi,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,4621,1,1962616,965222,997394,1209014,753602,61.6,38.4,424.72,1.34,1033.3,959.8,179610,515080,3.81,367478,18.72,96730,4.93,75.39,81.14,72.78,1479582,483034,88.61,456417,58663,316921,72918,0,45319,92.48,265773,79095,170212,404954,37.6,99,69.36,205345,4,0,8,12,24,74,24,1,683,14.66,310,48,14,3,1,4,376,1180,360,476,1209,1824,376,15.4,21.6,45.9,29.11,11.13,53.98,91.54,87.97,84.65,6.88,35458,6.88,100.0,25157,HIGH,MEDIUM,HIGH,23.265,HIGH,45660261,0.1491,11.7871
TN_THOO_2023,Thoothukudi,Tamil Nadu,TN,2023,JJM_2023,2023,4621,1,1971541,997171,974370,1214512,757029,61.6,38.4,426.65,1.11,977.1,959.3,170064,517974,3.81,483729,24.54,66566,3.38,76.1,80.48,69.95,1500389,471152,88.61,458982,58992,378358,96801,0,39726,84.83,258983,73939,185052,361933,42.75,97.55,63.62,139760,1,0,11,20,32,87,32,3,1309,9.34,331,50,15,4,1,2,401,1522,370,785,1214,1577,401,14.2,18.6,57.9,17.09,20.78,49.65,95.44,85.99,87.37,6.43,33331,6.43,93.59,29406,HIGH,MEDIUM,HIGH,24.785,HIGH,48864643,0.1932,12.536
TN_THOO_2013,Thoothukudi,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,4621,1,1769459,867697,901762,1090025,679434,61.6,38.4,382.92,1.19,1039.3,965.6,191597,402169,4.4,279938,15.82,81483,4.6,74.56,77.96,68.55,1319229,450230,72.34,290915,111254,165300,61558,0,0,76.77,210264,77036,114869,250178,81.91,88.29,57.58,0,9,5,13,20,47,115,47,4,1883,9.38,232,43,9,1,1,2,286,713,205,445,1090,1916,286,27.6,37.2,100.3,27.92,18.42,44.14,89.23,88.53,91.76,7.37,29641,7.37,96.73,16105,HIGH,MEDIUM,HIGH,34.731,HIGH,61455080,0.3292,17.5923
TN_DIND_2011,Dindigul,Tamil Nadu,TN,2011,Census2011,2011,6266,0,2121898,1052627,1069271,1565545,556353,73.78,26.22,338.64,1.23,1015.8,945.0,241509,475631,4.46,287600,13.55,98156,4.63,73.23,78.98,67.51,1553889,568009,69.32,329692,145939,216938,62799,0,0,78.29,227950,102421,145260,273969,82.99,90.03,58.71,0,13,0,24,20,57,170,57,1,1687,2.69,404,57,12,4,1,1,478,1297,369,601,1565,1938,478,27.7,35.5,125.0,36.05,16.6,61.92,96.36,83.66,78.82,8.01,38087,8.01,94.59,11242,MEDIUM,MEDIUM,LOW,34.054,HIGH,72259114,0.3569,17.2612
TN_DIND_2016,Dindigul,Tamil Nadu,TN,2016,RHS2016,2016,6266,0,2324270,1139197,1185073,1714856,609414,73.78,26.22,370.93,0.95,1040.3,932.2,212542,517761,4.49,396020,17.04,112904,4.86,77.24,84.09,73.5,1795183,529087,74.78,387207,130554,307884,70976,0,0,82.58,289801,112930,115030,348163,78.39,94.96,61.93,0,3,0,14,11,28,91,28,2,1731,15.06,377,65,13,2,1,2,458,1304,395,539,1714,2419,458,29.7,39.1,104.5,19.96,19.91,54.55,94.3,96.06,91.18,6.95,35976,6.95,91.3,34655,LOW,LOW,LOW,26.173,HIGH,60833118,0.2599,13.3207
TN_DIND_2018,Dindigul,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,6266,0,2329355,1155582,1173773,1718608,610747,73.78,26.22,371.75,1.16,1015.7,957.4,235725,608372,3.83,335270,14.39,81807,3.51,72.36,78.24,69.8,1685563,643792,68.12,414401,193971,279337,71713,0,138643,80.53,317572,117150,173650,401253,52.23,92.61,60.4,0,2,1,13,9,25,256,25,6,249,17.39,443,81,22,4,1,5,551,1780,588,937,1718,2021,551,22.1,28.9,98.2,25.52,12.38,47.49,95.21,89.58,88.08,7.18,43653,7.18,94.77,39359,MEDIUM,MEDIUM,LOW,29.589,HIGH,68923285,0.2594,14.9888
TN_DIND_2016,Dindigul,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,6266,0,2316258,1163835,1152423,1708945,607313,73.78,26.22,369.65,1.06,990.2,948.6,261103,563796,4.11,364482,15.74,102536,4.43,71.49,79.21,69.16,1655863,660395,73.97,417063,146733,312009,97007,0,0,73.48,304438,82276,177082,341434,80.64,84.5,55.11,0,4,2,0,10,16,241,16,3,1970,4.16,369,62,15,3,1,2,450,1360,378,604,1708,2124,450,25.6,32.9,119.4,30.4,18.02,47.04,99.9,88.06,91.9,6.42,36187,6.42,88.66,22459,MEDIUM,LOW,LOW,29.579,HIGH,68512595,0.2547,14.9958
TN_DIND_2021,Dindigul,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,6266,0,2464487,1232664,1231823,1818309,646178,73.78,26.22,393.31,1.27,999.3,955.0,276308,573565,4.3,486849,19.75,98222,3.99,71.99,76.13,68.79,1774247,690240,86.75,497555,76010,296455,146334,0,72917,95.88,379555,160854,33156,389332,51.46,99,71.91,275423,9,2,15,12,38,232,38,2,1536,4.77,403,79,18,3,1,6,504,1486,360,699,1818,2505,504,30.3,41.5,96.1,15.59,16.66,44.72,89.58,97.84,100,6.04,34670,6.04,91.47,45923,LOW,LOW,LOW,22.609,HIGH,55719586,0.2099,11.5335
TN_DIND_2022,Dindigul,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,6266,0,2425315,1222607,1202708,1789408,635907,73.78,26.22,387.06,1.41,983.7,948.8,215992,582075,4.17,677414,27.93,142581,5.88,72.61,78.86,69.69,1761011,664304,94.68,551089,30986,367156,107335,0,21866,95.26,348962,144973,88140,493313,46.31,99,71.44,235743,3,1,10,4,18,248,18,1,752,21.0,364,49,10,4,1,4,428,1293,461,766,1789,2156,428,13.4,14.8,106.9,27.04,17.27,52.7,97.64,84.25,85.96,4.86,28292,4.86,91.87,21360,LOW,MEDIUM,LOW,14.884,HIGH,36098388,0.1047,7.565
TN_DIND_2011,Dindigul,Tamil Nadu,TN,2011,CensusHH2011,2011,6266,0,2133485,1052963,1080522,1574094,559391,73.78,26.22,340.49,1.08,1026.2,966.8,209462,477472,4.47,466656,21.87,94712,4.44,75.68,82.13,69.16,1614567,518918,75.35,359769,117703,247907,82466,0,0,77.21,274296,100120,103056,318833,39.52,88.79,57.91,0,10,3,19,18,50,182,50,5,431,5.6,448,64,14,1,1,5,528,1004,235,575,1574,2206,528,27.8,38.8,57.9,25.75,19.18,61.1,85.23,84.23,88.17,8.4,40106,8.4,94.01,21113,MEDIUM,MEDIUM,LOW,32.245,HIGH,68794223,0.3282,16.3611
TN_DIND_2023,Dindigul,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,6266,0,2459331,1220982,1238349,1814505,644826,73.78,26.22,392.49,1.02,1014.2,954.9,242515,644235,3.82,647932,26.35,134746,5.48,78.19,82.46,73.9,1923014,536317,85.57,551297,92938,444689,115055,0,60591,87.78,402739,165301,76195,414420,79.14,99,65.84,193324,3,0,3,14,20,222,20,5,1550,11.51,454,86,19,2,1,4,562,1496,345,724,1814,2370,562,24.5,28.1,96.2,17.98,18.54,48.07,93.26,95.94,91.74,5.32,34248,5.32,98.39,38532,MEDIUM,MEDIUM,LOW,22.493,HIGH,55317732,0.1833,11.4358
TN_DIND_2023,Dindigul,Tamil Nadu,TN,2023,JJM_2023,2023,6266,0,2444674,1224651,1220023,1803691,640983,73.78,26.22,390.15,1.06,996.2,951.1,248688,577413,4.23,616156,25.2,30426,1.24,72.83,78.46,67.35,1780511,664163,91.66,529230,48183,388251,64492,0,43273,84.16,371014,137722,68677,421625,66.45,96.79,63.12,391683,9,2,29,2,42,50,42,4,1682,15.77,387,61,18,3,1,5,470,1723,603,881,1803,2868,470,22.7,31.4,38.0,20.39,14.42,47.09,89.15,88.77,93.64,5.48,31634,5.48,94.72,25615,MEDIUM,LOW,LOW,24.61,HIGH,60163427,0.2318,12.4861
TN_DIND_2013,Dindigul,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,6266,0,2220441,1102070,1118371,1638251,582190,73.78,26.22,354.36,1.48,1014.8,963.3,255019,532764,4.17,392166,17.66,36605,1.65,73.86,77.83,67.69,1639956,580485,72.17,384497,148267,317857,75292,0,0,79.44,284885,78712,169167,347842,58.73,91.36,59.58,0,9,1,0,3,13,73,13,1,1522,4.72,446,64,19,2,1,5,532,1383,432,599,1638,1914,532,19.7,25.4,102.8,22.49,10.81,45.21,92.35,91.91,91.51,6.8,36215,6.8,90.17,32217,LOW,LOW,LOW,24.44,HIGH,54267578,0.2177,12.3973
TN_THAN_2011,Thanjavur,Tamil Nadu,TN,2011,Census2011,2011,3397,0,2401389,1215783,1185606,1155600,1245789,48.12,51.88,706.91,1.37,975.2,966.5,208154,539704,4.45,488374,20.34,91846,3.82,74.3,79.52,72.18,1784252,617137,88.58,478084,61620,332172,95621,0,0,72.74,272604,84937,182163,346762,44.51,83.66,54.56,0,11,0,2,8,21,274,21,4,1700,19.48,234,38,10,2,1,5,285,919,217,408,1155,2219,285,31.5,37.6,57.4,26.28,15.96,43.7,89.68,94.97,93.24,6.04,32580,6.04,88.83,26467,MEDIUM,LOW,LOW,27.75,HIGH,66638544,0.2465,14.1105
TN_THAN_2016,Thanjavur,Tamil Nadu,TN,2016,RHS2016,2016,3397,0,2508332,1278360,1229972,1207064,1301268,48.12,51.88,738.4,1.47,962.1,962.2,287910,602775,4.16,383348,15.28,29667,1.18,73.18,79.05,70.32,1835582,672750,91.85,553663,49112,356234,154166,0,0,73.8,279269,70649,252857,386876,62.03,84.88,55.35,0,2,2,7,1,12,94,12,1,466,2.58,307,42,9,1,1,5,360,952,328,532,1207,2912,360,25.2,33.6,95.3,21.95,11.89,40.75,100.0,88.75,84.26,4.89,29481,4.89,93.97,22368,LOW,MEDIUM,LOW,21.77,HIGH,54606387,0.1981,11.074
TN_THAN_2018,Thanjavur,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,3397,0,2563860,1276387,1287473,1233785,1330075,48.12,51.88,754.74,1.19,1008.7,963.8,286481,597180,4.29,565883,22.07,114107,4.45,74.0,78.42,70.26,1897374,666486,86.48,516413,80767,373058,104103,0,63639,76.17,272709,137224,187247,392031,70.71,87.59,57.13,0,2,3,9,4,18,85,18,1,867,13.12,350,47,10,1,1,4,409,1114,323,455,1233,2123,409,15.7,21.4,60.4,23.17,12.2,60.01,91.12,95.88,93.9,4.78,28519,4.78,94.36,27070,MEDIUM,MEDIUM,LOW,23.016,HIGH,59009801,0.197,11.6428
TN_THAN_2016,Thanjavur,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,3397,0,2558532,1265888,1292644,1231221,1327311,48.12,51.88,753.17,1.35,1021.1,956.4,229680,644371,3.97,504491,19.72,34036,1.33,71.87,77.14,68.41,1838820,719712,90.05,580251,64120,426293,109918,0,0,77.25,395748,131132,117491,382502,45.28,88.84,57.94,0,7,1,10,2,20,249,20,3,813,13.41,337,50,12,4,1,3,404,1214,389,637,1231,2981,404,26.7,34.8,89.7,32.9,13.93,53.48,85.55,81.57,79.62,4.94,31817,4.94,94.39,39831,LOW,LOW,LOW,22.721,HIGH,58132405,0.2138,11.558
TN_THAN_2021,Thanjavur,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,3397,0,2686567,1369213,1317354,1292834,1393733,48.12,51.88,790.86,1.19,962.1,947.5,235554,664829,4.04,325878,12.13,159370,5.93,74.3,82.25,71.88,1996136,690431,94.58,628764,36065,466965,115171,0,29034,87.41,373247,150957,140625,412948,74.45,99,65.56,207698,11,0,4,0,15,125,15,4,1476,5.6,313,44,11,3,1,6,372,1205,335,557,1292,2696,372,21.4,24.8,63.8,33.49,20.08,41.7,100.0,93.07,93.59,3.93,26140,3.93,91.29,30081,MEDIUM,LOW,LOW,19.619,HIGH,52707757,0.1428,9.968
TN_THAN_2022,Thanjavur,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,3397,0,2706703,1336342,1370361,1302524,1404179,48.12,51.88,796.79,1.1,1025.5,944.1,276998,640912,4.22,691531,25.55,59107,2.18,75.21,83.1,71.74,2035782,670921,97.94,627714,13198,376786,150030,1,11260,90.58,372562,200664,67686,472351,50.2,99,67.94,243979,11,0,9,15,35,221,35,3,325,14.59,270,49,10,3,1,4,333,1048,350,491,1302,2791,333,25.1,32.6,84.3,25.48,16.96,52.71,100.0,90.64,91.36,3.57,22904,3.57,95.99,39427,LOW,LOW,LOW,17.892,HIGH,48428330,0.1814,9.1212
TN_THAN_2011,Thanjavur,Tamil Nadu,TN,2011,CensusHH2011,2011,3397,0,2384966,1203805,1181161,1147697,1237269,48.12,51.88,702.08,1.39,981.2,932.1,237406,624482,3.82,334590,14.03,33015,1.38,75.07,80.39,70.69,1790429,594537,85.38,533193,91289,369438,154439,0,0,79.26,306303,99687,218492,419895,81.12,91.15,59.45,0,5,1,10,14,30,144,30,2,977,15.67,251,43,9,4,1,2,308,1010,227,481,1147,2280,308,34.1,46.0,111.5,26.26,14.6,53.86,94.34,78.51,76.14,6.5,40588,6.5,94.76,20730,MEDIUM,MEDIUM,LOW,28.529,HIGH,68040695,0.2598,14.5188
TN_THAN_2023,Thanjavur,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,3397,0,2744137,1360476,1383661,1320538,1423599,48.12,51.88,807.81,1.27,1017.0,932.3,264699,629661,4.36,467903,17.05,100195,3.65,78.73,84.7,72.26,2160400,583737,94.22,593245,36416,364873,130440,0,25178,90.39,363395,181481,84785,467919,82.89,99,67.8,111164,8,2,4,8,22,263,22,5,466,9.52,276,47,11,4,1,6,339,1273,359,584,1320,3033,339,31.9,38.0,31.8,14.57,10.82,47.87,96.93,94.2,95.67,3.81,23989,3.81,99.48,46916,MEDIUM,MEDIUM,LOW,21.029,HIGH,57706456,0.1739,10.7295
TN_THAN_2023,Thanjavur,Tamil Nadu,TN,2023,JJM_2023,2023,3397,0,2716627,1337169,1379458,1307300,1409327,48.12,51.88,799.71,1.05,1031.6,947.8,254920,691432,3.93,613078,22.57,37450,1.38,75.06,82.54,72.32,2039104,677523,99.0,684517,6915,507980,196168,1,6057,93.39,466916,183081,41435,551490,48.32,99,70.05,228476,8,1,1,8,18,260,18,4,1376,2.07,268,43,11,1,1,3,324,825,236,339,1307,2942,324,23.4,27.0,67.9,17.28,19.22,43.24,98.94,98.96,100,4.28,29563,4.28,92.64,33497,MEDIUM,LOW,LOW,18.281,HIGH,49662658,0.1227,9.3134
TN_THAN_2013,Thanjavur,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,3397,0,2453254,1237802,1215452,1180559,1272695,48.12,51.88,722.18,1.26,981.9,949.6,213685,561566,4.37,383040,15.61,71687,2.92,74.78,78.1,70.08,1834582,618672,90.96,510772,50794,328078,105621,0,0,73.86,283645,144480,133441,318016,76.71,84.94,55.4,0,9,3,0,20,32,213,32,4,233,2.74,247,40,8,3,1,1,299,1008,353,654,1180,2017,299,23.5,27.1,103.2,35.33,17.57,46.62,84.44,89.09,91.97,6.3,35385,6.3,88.04,10110,MEDIUM,LOW,LOW,26.239,HIGH,64370931,0.2462,13.3128
TN_KANC_2011,Kancheepuram,Tamil Nadu,TN,2011,Census2011,2011,4433,0,4047112,2037098,2010014,1927893,2119219,47.64,52.36,912.95,1.4,986.7,961.7,426332,982103,4.12,1051766,25.99,70612,1.74,73.58,80.4,68.61,2977833,1069279,92.49,908308,73795,590991,112765,0,0,72.94,419362,201133,361608,568974,42.06,83.88,54.71,0,1,1,10,4,16,67,16,4,544,15.93,429,62,12,1,1,4,505,1015,245,631,1927,4133,505,26.9,36.1,71.5,34.09,15.11,57.48,98.7,89.25,88.63,3.67,36008,3.67,96.23,30216,LOW,MEDIUM,LOW,21.718,HIGH,87895178,0.2133,11.0453
TN_KANC_2016,Kancheepuram,Tamil Nadu,TN,2016,RHS2016,2016,4433,0,4160021,2046727,2113294,1981679,2178342,47.64,52.36,938.42,1.18,1032.5,955.1,430034,946932,4.39,1016816,24.44,44851,1.08,73.9,77.95,71.64,3074457,1085564,82.79,783937,162995,457665,101789,0,0,74.5,403722,197775,345435,618955,77.19,85.67,55.87,0,13,3,2,6,24,92,24,4,1218,5.53,559,96,24,2,1,2,682,1644,417,778,1981,4443,682,15.4,20.8,67.6,24.88,16.69,42.61,100.0,97.51,92.94,2.89,27369,2.89,97.49,30519,LOW,LOW,LOW,20.926,HIGH,87052599,0.2266,10.5777
TN_KANC_2018,Kancheepuram,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,4433,0,4296572,2142672,2153900,2046727,2249845,47.64,52.36,969.22,1.12,1005.2,940.8,468990,1065088,4.03,1036957,24.13,52271,1.22,76.16,80.83,73.99,3272056,1024516,92.49,985062,80026,709835,153788,0,55040,74.46,591927,195898,277263,573559,58.28,85.63,55.85,0,7,3,9,18,37,126,37,4,550,17.21,516,92,21,3,1,2,633,1440,484,752,2046,3815,633,16.9,23.1,46.5,27.6,10.65,48.46,89.17,90.6,88.55,2.16,22956,2.16,93.11,16703,LOW,MEDIUM,LOW,19.511,HIGH,83830416,0.2382,9.8709
TN_KANC_2016,Kancheepuram,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,4433,0,4287813,2182733,2105080,2042554,2245259,47.64,52.36,967.25,1.12,964.4,939.6,438830,967051,4.43,893755,20.84,92124,2.15,73.36,81.35,71.28,3145341,1142472,88.23,853227,113824,640526,112933,0,0,81.96,478787,193934,294330,628136,57.96,94.25,61.47,0,0,3,3,7,13,150,13,5,1730,13.67,519,77,16,2,1,5,615,1128,251,505,2042,5104,615,24.6,30.2,74.6,32.69,18.36,40.35,92.92,78.74,78.38,2.99,28937,2.99,95.62,14725,LOW,MEDIUM,LOW,19.636,HIGH,84195496,0.1797,9.9845
TN_KANC_2021,Kancheepuram,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,4433,0,4514143,2228627,2285516,2150369,2363774,47.64,52.36,1018.3,1.03,1025.5,959.8,468587,1023595,4.41,1050099,23.26,45449,1.01,75.93,80.06,72.17,3427558,1086585,97.63,999360,24235,629804,235894,1,18036,92.4,645751,197980,179864,804507,38.17,99,69.3,263184,6,0,9,10,25,243,25,4,1226,12.53,444,67,13,3,1,1,528,1328,355,711,2150,3832,528,14.9,18.8,40.0,29.19,12.46,61.55,91.06,81.38,83.48,1.78,18257,1.78,100.0,38847,LOW,LOW,LOW,13.262,HIGH,59866564,0.128,6.7314
TN_KANC_2022,Kancheepuram,Tamil Nadu,TN,2022,RuralHealthStat2022,2022,4433,0,4531683,2247013,2284670,2158725,2372958,47.64,52.36,1022.26,1.29,1016.8,943.1,493940,1070139,4.23,1229257,27.13,228577,5.04,78.42,84.39,72.93,3553673,978010,93.84,1004214,65925,805954,189847,0,49667,94.94,675078,168685,226376,893634,41.6,99,71.2,405735,9,0,1,5,15,135,15,2,1816,7.2,459,64,16,2,1,5,542,1333,300,652,2158,4503,542,13.4,16.1,66.3,27.59,13.5,39.51,100.0,84.28,88.99,1.94,20761,1.94,98.09,43946,LOW,MEDIUM,LOW,11.954,HIGH,54171738,0.1004,6.0709
TN_KANC_2011,Kancheepuram,Tamil Nadu,TN,2011,CensusHH2011,2011,4433,0,3925607,1951271,1974336,1870013,2055594,47.64,52.36,885.54,1.2,1011.8,955.9,353268,953014,4.12,1051517,26.79,178970,4.56,71.43,75.91,64.95,2804151,1121456,93.0,886274,66740,745251,222306,0,0,81.71,563141,220573,169300,568968,84.7,93.96,61.28,0,7,0,0,10,17,210,17,6,501,17.99,406,64,17,2,1,5,490,1355,304,822,1870,4284,490,25.9,36.0,95.0,20.43,10.3,60.35,95.06,94.9,99.13,4.13,39313,4.13,87.22,16128,LOW,LOW,LOW,20.413,HIGH,80133415,0.1815,10.3914
TN_KANC_2023,Kancheepuram,Tamil Nadu,TN,2023,SBM_SBMG2023,2023,4433,0,4502785,2249499,2253286,2144959,2357826,47.64,52.36,1015.74,1.43,1001.7,959.7,474324,1176258,3.83,624537,13.87,50610,1.12,76.26,81.34,72.05,3433729,1069056,95.68,1125419,50839,674280,276403,1,48562,88.2,655274,281815,239169,766741,71.43,99,66.15,284360,7,2,3,0,12,89,12,5,1424,3.72,565,74,16,1,1,5,657,1261,340,626,2144,3976,657,11.2,14.6,60.8,28.72,15.13,47.27,88.21,87.04,86.79,1.5,17643,1.5,96.4,49571,LOW,MEDIUM,LOW,12.368,HIGH,55690444,0.1071,6.2614
TN_KANC_2023,Kancheepuram,Tamil Nadu,TN,2023,JJM_2023,2023,4433,0,4662741,2290908,2371833,2221156,2441585,47.64,52.36,1051.83,1.48,1035.3,954.0,502099,1042636,4.47,625514,13.42,142087,3.05,78.43,83.23,74.02,3656763,1005978,97.98,1021620,21016,695539,154859,1,18561,90.7,688058,284703,69875,687891,83.71,99,68.03,426955,5,3,4,17,29,176,29,3,1249,16.66,454,60,16,3,1,4,534,1277,312,772,2221,3762,534,16.6,21.5,78.7,16.88,17.99,44.9,91.05,98.84,96.44,1.51,15744,1.51,91.81,37770,LOW,LOW,LOW,13.59,HIGH,63366650,0.147,6.9023
TN_KANC_2013,Kancheepuram,Tamil Nadu,TN,2013,DLHS4_2012-13,2013,4433,0,4036004,2014857,2021147,1922602,2113402,47.64,52.36,910.45,1.4,1003.1,951.0,386332,941825,4.29,518473,12.85,113242,2.81,74.39,80.06,69.64,3002569,1033435,92.81,874074,67751,679061,107330,0,0,73.07,428697,191177,321951,492321,58.02,84.03,54.8,0,6,1,1,19,27,245,27,1,438,18.38,426,64,13,3,1,3,507,1415,386,609,1922,4719,507,15.3,19.2,79.0,27.1,14.08,59.86,84.74,79.05,78.84,3.19,30025,3.19,88.57,17335,LOW,LOW,LOW,19.505,HIGH,78722258,0.2137,9.8693
TN_TIRU_2011,Tiruvannamalai,Tamil Nadu,TN,2011,Census2011,2011,6188,0,2495247,1267072,1228175,1600026,895221,64.12,35.88,403.24,1.35,969.3,941.1,269256,591521,4.22,435987,17.47,113520,4.55,69.56,75.46,65.8,1735692,759555,74.72,441972,149549,356468,113215,0,0,74.97,338887,79143,173491,330511,65.65,86.21,56.23,0,8,1,4,2,15,173,15,5,1367,3.37,348,66,14,4,1,1,433,1298,352,659,1600,2814,433,36.0,40.1,77.6,18.21,11.16,40.97,92.23,87.34,89.97,8.55,50598,8.55,92.88,20692,MEDIUM,MEDIUM,LOW,33.03,HIGH,82418008,0.2683,16.8005
TN_TIRU_2016,Tiruvannamalai,Tamil Nadu,TN,2016,RHS2016,2016,6188,0,2634386,1341654,1292732,1689246,945140,64.12,35.88,425.72,1.41,963.5,937.6,283514,671995,3.92,317950,12.07,121886,4.63,77.1,80.44,70.89,2031029,603357,75.63,508249,163746,352065,119858,0,0,81.84,367729,159275,144991,405315,43.96,94.11,61.38,0,43,0,5,11,59,118,59,6,1206,15.44,445,78,22,1,1,3,547,1539,555,680,1689,2525,547,29.0,36.8,48.0,23.06,11.39,44.81,94.71,83.55,83.78,8.97,60255,8.97,92.88,31507,LOW,MEDIUM,LOW,29.829,HIGH,78581099,0.3364,15.1653
TN_TIRU_2018,Tiruvannamalai,Tamil Nadu,TN,2018,DataGovIN_WaterQuality,2018,6188,0,2630293,1309612,1320681,1686622,943671,64.12,35.88,425.06,1.26,1008.5,943.1,300713,613618,4.29,627664,23.86,143670,5.46,71.98,76.5,66.87,1893329,736964,70.82,434579,179039,338124,100916,0,148026,74.71,275105,146159,192354,357991,59.61,85.92,56.04,0,14,3,23,15,55,96,55,4,613,7.87,406,55,11,4,1,3,477,1419,317,705,1686,2628,477,15.7,19.5,50.2,25.69,12.77,60.62,86.01,93.29,93.34,8.3,50937,8.3,94.48,29846,MEDIUM,MEDIUM,LOW,32.059,HIGH,84324563,0.3339,16.2
TN_TIRU_2016,Tiruvannamalai,Tamil Nadu,TN,2016,NFHS4_2015-16,2016,6188,0,2644172,1324229,1319943,1695521,948651,64.12,35.88,427.31,1.4,996.8,944.0,285356,693577,3.81,736438,27.85,142801,5.4,71.22,77.93,69.09,1883170,761002,71.57,496386,197191,405747,83517,0,0,81.85,375055,89242,229280,417483,39.87,94.13,61.39,0,42,2,28,5,77,128,77,3,931,10.24,449,83,18,4,1,1,555,1935,499,933,1695,2175,555,24.0,32.5,83.0,24.33,15.94,61.3,94.99,84.41,81.85,8.97,62210,8.97,91.53,17720,MEDIUM,MEDIUM,LOW,34.697,HIGH,91744835,0.3804,17.5714
TN_TIRU_2021,Tiruvannamalai,Tamil Nadu,TN,2021,NFHS5_2019-21,2021,6188,0,2738938,1346732,1392206,1756288,982650,64.12,35.88,442.62,1.24,1033.8,962.2,304208,639700,4.28,378837,13.83,50640,1.85,75.28,81.4,68.49,2061884,677054,85.0,543768,95932,416152,117257,0,81660,91.99,385796,148848,105056,461480,48.67,99,68.99,272302,1,3,18,0,22,139,22,5,1173,10.54,447,66,18,1,1,4,533,1329,380,574,1756,2571,533,25.7,29.5,57.5,34.39,12.42,53.25,100.0,80.58,76.35,7.74,49497,7.74,92.85,44431,MEDIUM,MEDIUM,LOW,24.229,HIGH,66361728,0.1776,12.3346
