alert_id,district_id,alert_date,alert_type,severity,status
ALT000382,D005,2023-11-19,WATERBORNE,HIGH,RESOLVED
ALT000383,D005,2023-11-20,WATERBORNE,HIGH,RESOLVED
ALT000384,D005,2023-12-17,HEALTH_RISK,MEDIUM,RESOLVED
ALT000385,D005,2023-12-23,HEALTH_RISK,MEDIUM,RESOLVED
ALT000386,D005,2023-12-25,HEALTH_RISK,MEDIUM,RESOLVED
ALT000387,D005,2024-01-08,HEALTH_RISK,MEDIUM,RESOLVED
ALT000388,D005,2024-01-21,HEALTH_RISK,MEDIUM,RESOLVED
ALT000389,D005,2024-01-16,HEALTH_RISK,MEDIUM,RESOLVED
ALT000390,D005,2024-02-08,WATERBORNE,MEDIUM,RESOLVED
ALT000391,D005,2024-02-10,WATERBORNE,MEDIUM,RESOLVED
ALT000392,D005,2024-03-20,HEALTH_RISK,MEDIUM,RESOLVED
ALT000393,D005,2024-04-05,HEALTH_RISK,MEDIUM,RESOLVED
ALT000394,D005,2024-05-07,HEALTH_RISK,MEDIUM,RESOLVED
ALT000395,D005,2024-06-19,WATERBORNE,HIGH,RESOLVED
ALT000396,D005,2024-06-04,WATERBORNE,HIGH,RESOLVED
ALT000397,D005,2024-06-06,WATERBORNE,HIGH,RESOLVED
ALT000398,D005,2024-06-24,WATERBORNE,HIGH,RESOLVED
ALT000399,D005,2024-07-28,WATERBORNE,HIGH,RESOLVED
ALT000400,D005,2024-07-16,WATERBORNE,HIGH,RESOLVED
ALT000401,D005,2024-07-11,WATERBORNE,HIGH,RESOLVED
ALT000402,D005,2024-08-25,WATERBORNE,HIGH,RESOLVED
ALT000403,D005,2024-08-01,WATERBORNE,HIGH,RESOLVED
ALT000404,D005,2024-08-07,WATERBORNE,HIGH,RESOLVED
ALT000405,D005,2024-09-24,OUTBREAK,HIGH,RESOLVED
ALT000406,D005,2024-09-22,OUTBREAK,HIGH,RESOLVED
ALT000407,D005,2024-09-18,OUTBREAK,HIGH,RESOLVED
ALT000408,D005,2024-09-07,OUTBREAK,HIGH,RESOLVED
ALT000409,D005,2024-10-08,OUTBREAK,HIGH,RESOLVED
ALT000410,D005,2024-10-07,OUTBREAK,HIGH,RESOLVED
ALT000411,D005,2024-10-06,OUTBREAK,HIGH,RESOLVED
ALT000412,D005,2024-10-02,OUTBREAK,HIGH,RESOLVED
ALT000413,D005,2024-11-09,OUTBREAK,HIGH,RESOLVED
ALT000414,D005,2024-11-19,OUTBREAK,HIGH,RESOLVED
ALT000415,D005,2024-11-09,OUTBREAK,HIGH,RESOLVED
ALT000416,D005,2024-11-11,OUTBREAK,HIGH,RESOLVED
ALT000417,D005,2024-12-14,WATERBORNE,MEDIUM,RESOLVED
ALT000418,D005,2024-12-01,WATERBORNE,MEDIUM,RESOLVED
ALT000419,D005,2024-12-04,WATERBORNE,MEDIUM,RESOLVED
ALT000420,D005,2025-01-18,HEALTH_RISK,MEDIUM,ACTIVE
ALT000421,D005,2025-01-11,HEALTH_RISK,MEDIUM,ACTIVE
ALT000422,D005,2025-02-08,WATERBORNE,MEDIUM,RESOLVED
ALT000423,D005,2025-02-09,WATERBORNE,MEDIUM,ACTIVE
ALT000424,D005,2025-03-09,HEALTH_RISK,MEDIUM,ACTIVE
ALT000425,D006,2023-04-11,OUTBREAK,LOW,RESOLVED
ALT000426,D006,2023-06-07,OUTBREAK,HIGH,RESOLVED
ALT000427,D006,2023-06-15,OUTBREAK,HIGH,RESOLVED
ALT000428,D006,2023-06-07,OUTBREAK,HIGH,RESOLVED
ALT000429,D006,2023-06-15,OUTBREAK,HIGH,RESOLVED
ALT000430,D006,2023-06-28,OUTBREAK,HIGH,RESOLVED
ALT000431,D006,2023-06-12,OUTBREAK,HIGH,RESOLVED
ALT000432,D006,2023-07-16,WATERBORNE,HIGH,RESOLVED
ALT000433,D006,2023-07-12,WATERBORNE,HIGH,RESOLVED
ALT000434,D006,2023-07-14,WATERBORNE,HIGH,RESOLVED
ALT000435,D006,2023-08-19,OUTBREAK,HIGH,RESOLVED
ALT000436,D006,2023-08-27,OUTBREAK,HIGH,RESOLVED
ALT000437,D006,2023-08-13,OUTBREAK,HIGH,RESOLVED
ALT000438,D006,2023-08-03,OUTBREAK,HIGH,RESOLVED
ALT000439,D006,2023-08-11,OUTBREAK,HIGH,RESOLVED
ALT000440,D006,2023-08-17,OUTBREAK,HIGH,RESOLVED
ALT000441,D006,2023-09-06,HEALTH_RISK,MEDIUM,RESOLVED
ALT000442,D006,2023-10-04,HEALTH_RISK,MEDIUM,RESOLVED
ALT000443,D006,2023-11-25,HEALTH_RISK,MEDIUM,RESOLVED
ALT000444,D006,2024-03-04,HEALTH_RISK,LOW,RESOLVED
ALT000445,D006,2024-04-04,WATERBORNE,LOW,RESOLVED
ALT000446,D006,2024-05-22,WATERBORNE,LOW,RESOLVED
ALT000447,D006,2024-06-22,HEALTH_RISK,MEDIUM,RESOLVED
ALT000448,D006,2024-06-03,HEALTH_RISK,MEDIUM,RESOLVED
ALT000449,D006,2024-07-27,OUTBREAK,HIGH,RESOLVED
ALT000450,D006,2024-07-18,OUTBREAK,HIGH,RESOLVED
ALT000451,D006,2024-07-15,OUTBREAK,HIGH,RESOLVED
ALT000452,D006,2024-07-22,OUTBREAK,HIGH,RESOLVED
ALT000453,D006,2024-07-12,OUTBREAK,HIGH,RESOLVED
ALT000454,D006,2024-07-10,OUTBREAK,HIGH,RESOLVED
ALT000455,D006,2024-08-27,HEALTH_RISK,MEDIUM,RESOLVED
ALT000456,D006,2024-08-25,HEALTH_RISK,MEDIUM,RESOLVED
ALT000457,D006,2024-09-18,WATERBORNE,MEDIUM,RESOLVED
ALT000458,D006,2024-09-15,WATERBORNE,MEDIUM,RESOLVED
ALT000459,D006,2024-10-02,HEALTH_RISK,MEDIUM,RESOLVED
ALT000460,D006,2024-11-12,WATERBORNE,MEDIUM,RESOLVED
ALT000461,D006,2024-11-18,WATERBORNE,MEDIUM,RESOLVED
ALT000462,D006,2024-12-12,HEALTH_RISK,LOW,RESOLVED
ALT000463,D006,2025-01-01,OUTBREAK,LOW,ACTIVE
ALT000464,D006,2025-02-15,OUTBREAK,LOW,RESOLVED
ALT000465,D007,2023-04-25,HEALTH_RISK,MEDIUM,RESOLVED
ALT000466,D007,2023-04-06,HEALTH_RISK,MEDIUM,RESOLVED
ALT000467,D007,2023-04-14,HEALTH_RISK,MEDIUM,RESOLVED
ALT000468,D007,2023-05-24,HEALTH_RISK,MEDIUM,RESOLVED
ALT000469,D007,2023-05-23,HEALTH_RISK,MEDIUM,RESOLVED
ALT000470,D007,2023-05-07,HEALTH_RISK,MEDIUM,RESOLVED
ALT000471,D007,2023-06-19,OUTBREAK,HIGH,RESOLVED
ALT000472,D007,2023-06-26,OUTBREAK,HIGH,RESOLVED
ALT000473,D007,2023-06-02,OUTBREAK,HIGH,RESOLVED
ALT000474,D007,2023-06-11,OUTBREAK,HIGH,RESOLVED
ALT000475,D007,2023-06-23,OUTBREAK,HIGH,RESOLVED
ALT000476,D007,2023-07-20,OUTBREAK,HIGH,RESOLVED
ALT000477,D007,2023-07-13,OUTBREAK,HIGH,RESOLVED
ALT000478,D007,2023-07-21,OUTBREAK,HIGH,RESOLVED
ALT000479,D007,2023-08-07,WATERBORNE,HIGH,RESOLVED
ALT000480,D007,2023-08-12,WATERBORNE,HIGH,RESOLVED
ALT000481,D007,2023-08-23,WATERBORNE,HIGH,RESOLVED
ALT000482,D007,2023-08-22,WATERBORNE,HIGH,RESOLVED
ALT000483,D007,2023-08-17,WATERBORNE,HIGH,RESOLVED
ALT000484,D007,2023-09-20,WATERBORNE,HIGH,RESOLVED
ALT000485,D007,2023-09-25,WATERBORNE,HIGH,RESOLVED
ALT000486,D007,2023-09-24,WATERBORNE,HIGH,RESOLVED
ALT000487,D007,2023-09-26,WATERBORNE,HIGH,RESOLVED
ALT000488,D007,2023-10-09,WATERBORNE,HIGH,RESOLVED
ALT000489,D007,2023-10-10,WATERBORNE,HIGH,RESOLVED
ALT000490,D007,2023-10-27,WATERBORNE,HIGH,RESOLVED
ALT000491,D007,2023-10-05,WATERBORNE,HIGH,RESOLVED
ALT000492,D007,2023-10-18,WATERBORNE,HIGH,RESOLVED
ALT000493,D007,2023-11-04,WATERBORNE,HIGH,RESOLVED
ALT000494,D007,2023-11-20,WATERBORNE,HIGH,RESOLVED
ALT000495,D007,2023-11-16,WATERBORNE,HIGH,RESOLVED
ALT000496,D007,2023-11-13,WATERBORNE,HIGH,RESOLVED
ALT000497,D007,2023-11-05,WATERBORNE,HIGH,RESOLVED
ALT000498,D007,2023-11-27,WATERBORNE,HIGH,RESOLVED
ALT000499,D007,2023-12-27,HEALTH_RISK,MEDIUM,RESOLVED
ALT000500,D007,2024-02-15,WATERBORNE,MEDIUM,RESOLVED
ALT000501,D007,2024-05-27,HEALTH_RISK,MEDIUM,RESOLVED
ALT000502,D007,2024-05-03,HEALTH_RISK,MEDIUM,RESOLVED
ALT000503,D007,2024-06-12,OUTBREAK,HIGH,RESOLVED
ALT000504,D007,2024-06-09,OUTBREAK,HIGH,RESOLVED
ALT000505,D007,2024-06-08,OUTBREAK,HIGH,RESOLVED
ALT000506,D007,2024-06-11,OUTBREAK,HIGH,RESOLVED
ALT000507,D007,2024-07-05,WATERBORNE,HIGH,RESOLVED
ALT000508,D007,2024-07-09,WATERBORNE,HIGH,RESOLVED
ALT000509,D007,2024-07-23,WATERBORNE,HIGH,RESOLVED
ALT000510,D007,2024-07-06,WATERBORNE,HIGH,RESOLVED
ALT000511,D007,2024-07-15,WATERBORNE,HIGH,RESOLVED
ALT000512,D007,2024-08-19,OUTBREAK,HIGH,RESOLVED
ALT000513,D007,2024-08-04,OUTBREAK,HIGH,RESOLVED
ALT000514,D007,2024-08-11,OUTBREAK,HIGH,RESOLVED
ALT000515,D007,2024-08-22,OUTBREAK,HIGH,RESOLVED
ALT000516,D007,2024-08-14,OUTBREAK,HIGH,RESOLVED
ALT000517,D007,2024-08-24,OUTBREAK,HIGH,RESOLVED
ALT000518,D007,2024-09-02,OUTBREAK,HIGH,RESOLVED
ALT000519,D007,2024-09-13,OUTBREAK,HIGH,RESOLVED
ALT000520,D007,2024-09-26,OUTBREAK,HIGH,RESOLVED
ALT000521,D007,2024-09-07,OUTBREAK,HIGH,RESOLVED
ALT000522,D007,2024-10-22,WATERBORNE,HIGH,RESOLVED
ALT000523,D007,2024-10-08,WATERBORNE,HIGH,RESOLVED
ALT000524,D007,2024-10-22,WATERBORNE,HIGH,RESOLVED
ALT000525,D007,2024-11-26,OUTBREAK,HIGH,RESOLVED
ALT000526,D007,2024-11-27,OUTBREAK,HIGH,RESOLVED
ALT000527,D007,2024-11-13,OUTBREAK,HIGH,RESOLVED
ALT000528,D007,2024-12-01,HEALTH_RISK,MEDIUM,RESOLVED
ALT000529,D007,2024-12-28,HEALTH_RISK,MEDIUM,RESOLVED
ALT000530,D007,2025-01-27,WATERBORNE,MEDIUM,ACTIVE
ALT000531,D007,2025-01-28,WATERBORNE,MEDIUM,ACTIVE
ALT000532,D007,2025-03-20,HEALTH_RISK,MEDIUM,ACTIVE
ALT000533,D008,2023-06-11,WATERBORNE,HIGH,RESOLVED
ALT000534,D008,2023-06-17,WATERBORNE,HIGH,RESOLVED
ALT000535,D008,2023-06-13,WATERBORNE,HIGH,RESOLVED
ALT000536,D008,2023-06-14,WATERBORNE,HIGH,RESOLVED
ALT000537,D008,2023-06-23,WATERBORNE,HIGH,RESOLVED
ALT000538,D008,2023-06-21,WATERBORNE,HIGH,RESOLVED
ALT000539,D008,2023-07-15,OUTBREAK,HIGH,RESOLVED
ALT000540,D008,2023-07-03,OUTBREAK,HIGH,RESOLVED
ALT000541,D008,2023-07-26,OUTBREAK,HIGH,RESOLVED
ALT000542,D008,2023-08-10,OUTBREAK,HIGH,RESOLVED
ALT000543,D008,2023-08-04,OUTBREAK,HIGH,RESOLVED
ALT000544,D008,2023-08-04,OUTBREAK,HIGH,RESOLVED
ALT000545,D008,2023-08-18,OUTBREAK,HIGH,RESOLVED
ALT000546,D008,2023-09-14,OUTBREAK,HIGH,RESOLVED
ALT000547,D008,2023-09-09,OUTBREAK,HIGH,RESOLVED
ALT000548,D008,2023-09-03,OUTBREAK,HIGH,RESOLVED
ALT000549,D008,2023-09-13,OUTBREAK,HIGH,RESOLVED
ALT000550,D008,2023-09-25,OUTBREAK,HIGH,RESOLVED
ALT000551,D008,2023-10-17,WATERBORNE,MEDIUM,RESOLVED
ALT000552,D008,2023-10-02,WATERBORNE,MEDIUM,RESOLVED
ALT000553,D008,2023-10-02,WATERBORNE,MEDIUM,RESOLVED
ALT000554,D008,2023-11-16,WATERBORNE,MEDIUM,RESOLVED
ALT000555,D008,2023-11-12,WATERBORNE,MEDIUM,RESOLVED
ALT000556,D008,2023-12-13,WATERBORNE,MEDIUM,RESOLVED
ALT000557,D008,2023-12-18,WATERBORNE,MEDIUM,RESOLVED
ALT000558,D008,2024-02-16,WATERBORNE,LOW,RESOLVED
ALT000559,D008,2024-04-22,OUTBREAK,LOW,RESOLVED
ALT000560,D008,2024-05-15,HEALTH_RISK,LOW,RESOLVED
ALT000561,D008,2024-06-21,OUTBREAK,HIGH,RESOLVED
ALT000562,D008,2024-06-02,OUTBREAK,HIGH,RESOLVED
ALT000563,D008,2024-06-26,OUTBREAK,HIGH,RESOLVED
ALT000564,D008,2024-07-05,OUTBREAK,HIGH,RESOLVED
ALT000565,D008,2024-07-20,OUTBREAK,HIGH,RESOLVED
ALT000566,D008,2024-07-20,OUTBREAK,HIGH,RESOLVED
ALT000567,D008,2024-08-07,OUTBREAK,HIGH,RESOLVED
ALT000568,D008,2024-08-15,OUTBREAK,HIGH,RESOLVED
ALT000569,D008,2024-08-07,OUTBREAK,HIGH,RESOLVED
ALT000570,D008,2024-09-14,OUTBREAK,HIGH,RESOLVED
ALT000571,D008,2024-09-14,OUTBREAK,HIGH,RESOLVED
ALT000572,D008,2024-09-22,OUTBREAK,HIGH,RESOLVED
ALT000573,D008,2024-09-06,OUTBREAK,HIGH,RESOLVED
ALT000574,D008,2024-09-23,OUTBREAK,HIGH,RESOLVED
ALT000575,D008,2024-10-13,HEALTH_RISK,MEDIUM,RESOLVED
ALT000576,D008,2024-11-23,HEALTH_RISK,MEDIUM,RESOLVED
ALT000577,D008,2024-11-01,HEALTH_RISK,MEDIUM,RESOLVED
ALT000578,D008,2024-11-10,HEALTH_RISK,MEDIUM,RESOLVED
ALT000579,D008,2024-12-12,HEALTH_RISK,MEDIUM,RESOLVED
ALT000580,D008,2024-12-02,HEALTH_RISK,MEDIUM,RESOLVED
ALT000581,D008,2024-12-22,HEALTH_RISK,MEDIUM,RESOLVED
ALT000582,D008,2025-03-19,HEALTH_RISK,LOW,RESOLVED
ALT000583,D009,2023-04-20,OUTBREAK,LOW,RESOLVED
ALT000584,D009,2023-05-24,HEALTH_RISK,LOW,RESOLVED
ALT000585,D009,2023-06-18,HEALTH_RISK,MEDIUM,RESOLVED
ALT000586,D009,2023-06-07,HEALTH_RISK,MEDIUM,RESOLVED
ALT000587,D009,2023-07-19,HEALTH_RISK,MEDIUM,RESOLVED
ALT000588,D009,2023-08-11,WATERBORNE,MEDIUM,RESOLVED
ALT000589,D009,2023-09-18,WATERBORNE,MEDIUM,RESOLVED
ALT000590,D009,2023-09-06,WATERBORNE,MEDIUM,RESOLVED
ALT000591,D009,2023-09-04,WATERBORNE,MEDIUM,RESOLVED
ALT000592,D009,2023-10-02,WATERBORNE,MEDIUM,RESOLVED
ALT000593,D009,2023-10-03,WATERBORNE,MEDIUM,RESOLVED
ALT000594,D009,2023-11-26,WATERBORNE,MEDIUM,RESOLVED
ALT000595,D009,2023-11-20,WATERBORNE,MEDIUM,RESOLVED
ALT000596,D009,2024-01-26,HEALTH_RISK,LOW,RESOLVED
ALT000597,D009,2024-02-23,HEALTH_RISK,LOW,RESOLVED
ALT000598,D009,2024-03-17,OUTBREAK,LOW,RESOLVED
ALT000599,D009,2024-05-15,WATERBORNE,LOW,RESOLVED
ALT000600,D009,2024-06-03,WATERBORNE,MEDIUM,RESOLVED
ALT000601,D009,2024-06-08,WATERBORNE,MEDIUM,RESOLVED
ALT000602,D009,2024-06-27,WATERBORNE,MEDIUM,RESOLVED
ALT000603,D009,2024-07-23,WATERBORNE,MEDIUM,RESOLVED
ALT000604,D009,2024-07-08,WATERBORNE,MEDIUM,RESOLVED
ALT000605,D009,2024-07-19,WATERBORNE,MEDIUM,RESOLVED
ALT000606,D009,2024-08-26,HEALTH_RISK,MEDIUM,RESOLVED
ALT000607,D009,2024-08-27,HEALTH_RISK,MEDIUM,RESOLVED
ALT000608,D009,2024-09-28,WATERBORNE,MEDIUM,RESOLVED
ALT000609,D009,2024-09-28,WATERBORNE,MEDIUM,RESOLVED
ALT000610,D009,2024-10-20,HEALTH_RISK,MEDIUM,RESOLVED
ALT000611,D009,2024-11-03,HEALTH_RISK,MEDIUM,RESOLVED
ALT000612,D009,2024-11-18,HEALTH_RISK,MEDIUM,RESOLVED
ALT000613,D009,2024-12-16,HEALTH_RISK,LOW,RESOLVED
ALT000614,D010,2023-06-26,HEALTH_RISK,MEDIUM,RESOLVED
ALT000615,D010,2023-06-03,HEALTH_RISK,MEDIUM,RESOLVED
ALT000616,D010,2023-07-20,WATERBORNE,MEDIUM,RESOLVED
ALT000617,D010,2023-08-24,WATERBORNE,MEDIUM,RESOLVED
ALT000618,D010,2023-08-03,WATERBORNE,MEDIUM,RESOLVED
ALT000619,D010,2023-08-06,WATERBORNE,MEDIUM,RESOLVED
ALT000620,D010,2023-09-28,WATERBORNE,MEDIUM,RESOLVED
ALT000621,D010,2023-10-13,HEALTH_RISK,MEDIUM,RESOLVED
ALT000622,D010,2023-10-03,HEALTH_RISK,MEDIUM,RESOLVED
ALT000623,D010,2023-11-11,HEALTH_RISK,MEDIUM,RESOLVED
ALT000624,D010,2023-11-16,HEALTH_RISK,MEDIUM,RESOLVED
ALT000625,D010,2024-01-24,HEALTH_RISK,LOW,RESOLVED
ALT000626,D010,2024-02-10,OUTBREAK,LOW,RESOLVED
ALT000627,D010,2024-05-03,WATERBORNE,LOW,RESOLVED
ALT000628,D010,2024-06-10,WATERBORNE,MEDIUM,RESOLVED
ALT000629,D010,2024-06-09,WATERBORNE,MEDIUM,RESOLVED
ALT000630,D010,2024-07-06,HEALTH_RISK,MEDIUM,RESOLVED
ALT000631,D010,2024-08-01,WATERBORNE,MEDIUM,RESOLVED
ALT000632,D010,2024-08-07,WATERBORNE,MEDIUM,RESOLVED
ALT000633,D010,2024-08-12,WATERBORNE,MEDIUM,RESOLVED
ALT000634,D010,2024-09-24,WATERBORNE,MEDIUM,RESOLVED
ALT000635,D010,2024-10-27,WATERBORNE,MEDIUM,RESOLVED
ALT000636,D010,2024-10-27,WATERBORNE,MEDIUM,RESOLVED
ALT000637,D010,2024-11-20,WATERBORNE,MEDIUM,RESOLVED
ALT000638,D010,2024-12-15,HEALTH_RISK,LOW,RESOLVED
ALT000639,D010,2025-02-25,OUTBREAK,LOW,RESOLVED
ALT000640,D010,2025-03-16,HEALTH_RISK,LOW,RESOLVED
ALT000641,D011,2023-05-25,WATERBORNE,LOW,RESOLVED
ALT000642,D011,2023-06-18,HEALTH_RISK,MEDIUM,RESOLVED
ALT000643,D011,2023-06-13,HEALTH_RISK,MEDIUM,RESOLVED
ALT000644,D011,2023-07-23,HEALTH_RISK,MEDIUM,RESOLVED
ALT000645,D011,2023-07-23,HEALTH_RISK,MEDIUM,RESOLVED
ALT000646,D011,2023-07-09,HEALTH_RISK,MEDIUM,RESOLVED
ALT000647,D011,2023-08-21,HEALTH_RISK,MEDIUM,RESOLVED
ALT000648,D011,2023-09-17,WATERBORNE,MEDIUM,RESOLVED
ALT000649,D011,2023-09-26,WATERBORNE,MEDIUM,RESOLVED
ALT000650,D011,2023-09-25,WATERBORNE,MEDIUM,RESOLVED
ALT000651,D011,2023-10-14,HEALTH_RISK,MEDIUM,RESOLVED
ALT000652,D011,2023-11-01,HEALTH_RISK,MEDIUM,RESOLVED
ALT000653,D011,2023-11-14,HEALTH_RISK,MEDIUM,RESOLVED
ALT000654,D011,2024-01-13,WATERBORNE,LOW,RESOLVED
ALT000655,D011,2024-02-19,HEALTH_RISK,LOW,RESOLVED
ALT000656,D011,2024-06-08,HEALTH_RISK,MEDIUM,RESOLVED
ALT000657,D011,2024-07-14,WATERBORNE,MEDIUM,RESOLVED
ALT000658,D011,2024-08-16,WATERBORNE,MEDIUM,RESOLVED
ALT000659,D011,2024-08-28,WATERBORNE,MEDIUM,RESOLVED
ALT000660,D011,2024-09-01,HEALTH_RISK,MEDIUM,RESOLVED
ALT000661,D011,2024-10-15,HEALTH_RISK,MEDIUM,RESOLVED
ALT000662,D011,2024-10-16,HEALTH_RISK,MEDIUM,RESOLVED
ALT000663,D011,2024-10-21,HEALTH_RISK,MEDIUM,RESOLVED
ALT000664,D011,2024-11-26,WATERBORNE,MEDIUM,RESOLVED
ALT000665,D011,2025-01-28,WATERBORNE,LOW,RESOLVED
ALT000666,D011,2025-03-14,OUTBREAK,LOW,ACTIVE
ALT000667,D012,2023-04-18,WATERBORNE,MEDIUM,RESOLVED
ALT000668,D012,2023-04-11,WATERBORNE,MEDIUM,RESOLVED
ALT000669,D012,2023-05-09,HEALTH_RISK,MEDIUM,RESOLVED
ALT000670,D012,2023-05-11,HEALTH_RISK,MEDIUM,RESOLVED
ALT000671,D012,2023-06-06,OUTBREAK,HIGH,RESOLVED
ALT000672,D012,2023-06-20,OUTBREAK,HIGH,RESOLVED
ALT000673,D012,2023-06-22,OUTBREAK,HIGH,RESOLVED
ALT000674,D012,2023-06-10,OUTBREAK,HIGH,RESOLVED
ALT000675,D012,2023-07-25,OUTBREAK,HIGH,RESOLVED
ALT000676,D012,2023-07-14,OUTBREAK,HIGH,RESOLVED
ALT000677,D012,2023-07-18,OUTBREAK,HIGH,RESOLVED
ALT000678,D012,2023-07-08,OUTBREAK,HIGH,RESOLVED
ALT000679,D012,2023-08-11,WATERBORNE,HIGH,RESOLVED
ALT000680,D012,2023-08-08,WATERBORNE,HIGH,RESOLVED
ALT000681,D012,2023-08-08,WATERBORNE,HIGH,RESOLVED
ALT000682,D012,2023-09-22,WATERBORNE,HIGH,RESOLVED
ALT000683,D012,2023-09-15,WATERBORNE,HIGH,RESOLVED
ALT000684,D012,2023-09-05,WATERBORNE,HIGH,RESOLVED
ALT000685,D012,2023-10-19,OUTBREAK,HIGH,RESOLVED
ALT000686,D012,2023-10-02,OUTBREAK,HIGH,RESOLVED
ALT000687,D012,2023-10-06,OUTBREAK,HIGH,RESOLVED
ALT000688,D012,2023-11-03,WATERBORNE,HIGH,RESOLVED
ALT000689,D012,2023-11-14,WATERBORNE,HIGH,RESOLVED
ALT000690,D012,2023-11-04,WATERBORNE,HIGH,RESOLVED
ALT000691,D012,2023-11-14,WATERBORNE,HIGH,RESOLVED
ALT000692,D012,2023-12-24,HEALTH_RISK,MEDIUM,RESOLVED
ALT000693,D012,2023-12-18,HEALTH_RISK,MEDIUM,RESOLVED
ALT000694,D012,2024-01-18,HEALTH_RISK,MEDIUM,RESOLVED
ALT000695,D012,2024-01-12,HEALTH_RISK,MEDIUM,RESOLVED
ALT000696,D012,2024-02-06,WATERBORNE,MEDIUM,RESOLVED
ALT000697,D012,2024-02-13,WATERBORNE,MEDIUM,RESOLVED
ALT000698,D012,2024-03-27,WATERBORNE,MEDIUM,RESOLVED
ALT000699,D012,2024-03-26,WATERBORNE,MEDIUM,RESOLVED
ALT000700,D012,2024-03-16,WATERBORNE,MEDIUM,RESOLVED
ALT000701,D012,2024-04-11,HEALTH_RISK,MEDIUM,RESOLVED
ALT000702,D012,2024-04-19,HEALTH_RISK,MEDIUM,RESOLVED
ALT000703,D012,2024-05-15,WATERBORNE,MEDIUM,RESOLVED
ALT000704,D012,2024-05-13,WATERBORNE,MEDIUM,RESOLVED
ALT000705,D012,2024-05-17,WATERBORNE,MEDIUM,RESOLVED
ALT000706,D012,2024-06-12,WATERBORNE,HIGH,RESOLVED
ALT000707,D012,2024-06-03,WATERBORNE,HIGH,RESOLVED
ALT000708,D012,2024-06-13,WATERBORNE,HIGH,RESOLVED
ALT000709,D012,2024-06-01,WATERBORNE,HIGH,RESOLVED
ALT000710,D012,2024-06-23,WATERBORNE,HIGH,RESOLVED
ALT000711,D012,2024-06-15,WATERBORNE,HIGH,RESOLVED
ALT000712,D012,2024-07-06,WATERBORNE,HIGH,RESOLVED
ALT000713,D012,2024-07-08,WATERBORNE,HIGH,RESOLVED
ALT000714,D012,2024-07-25,WATERBORNE,HIGH,RESOLVED
ALT000715,D012,2024-07-26,WATERBORNE,HIGH,RESOLVED
ALT000716,D012,2024-08-10,WATERBORNE,HIGH,RESOLVED
ALT000717,D012,2024-08-13,WATERBORNE,HIGH,RESOLVED
ALT000718,D012,2024-08-26,WATERBORNE,HIGH,RESOLVED
ALT000719,D012,2024-08-07,WATERBORNE,HIGH,RESOLVED
ALT000720,D012,2024-08-19,WATERBORNE,HIGH,RESOLVED
ALT000721,D012,2024-09-17,WATERBORNE,HIGH,RESOLVED
ALT000722,D012,2024-09-22,WATERBORNE,HIGH,RESOLVED
ALT000723,D012,2024-09-25,WATERBORNE,HIGH,RESOLVED
ALT000724,D012,2024-10-16,WATERBORNE,HIGH,RESOLVED
ALT000725,D012,2024-10-26,WATERBORNE,HIGH,RESOLVED
ALT000726,D012,2024-10-01,WATERBORNE,HIGH,RESOLVED
ALT000727,D012,2024-10-15,WATERBORNE,HIGH,RESOLVED
ALT000728,D012,2024-11-20,OUTBREAK,HIGH,RESOLVED
ALT000729,D012,2024-11-08,OUTBREAK,HIGH,RESOLVED
ALT000730,D012,2024-11-09,OUTBREAK,HIGH,RESOLVED
ALT000731,D012,2024-11-22,OUTBREAK,HIGH,RESOLVED
ALT000732,D012,2024-12-08,HEALTH_RISK,MEDIUM,RESOLVED
ALT000733,D012,2025-01-17,WATERBORNE,MEDIUM,ACTIVE
ALT000734,D012,2025-01-06,WATERBORNE,MEDIUM,ACTIVE
ALT000735,D012,2025-01-18,WATERBORNE,MEDIUM,RESOLVED
ALT000736,D012,2025-02-27,WATERBORNE,MEDIUM,ACTIVE
ALT000737,D012,2025-02-06,WATERBORNE,MEDIUM,ACTIVE
ALT000738,D012,2025-02-18,WATERBORNE,MEDIUM,RESOLVED
ALT000739,D012,2025-03-20,HEALTH_RISK,MEDIUM,RESOLVED
ALT000740,D013,2023-04-11,HEALTH_RISK,MEDIUM,RESOLVED
ALT000741,D013,2023-04-20,HEALTH_RISK,MEDIUM,RESOLVED
ALT000742,D013,2023-04-15,HEALTH_RISK,MEDIUM,RESOLVED
ALT000743,D013,2023-05-15,WATERBORNE,MEDIUM,RESOLVED
ALT000744,D013,2023-05-21,WATERBORNE,MEDIUM,RESOLVED
ALT000745,D013,2023-05-24,WATERBORNE,MEDIUM,RESOLVED
ALT000746,D013,2023-06-17,OUTBREAK,HIGH,RESOLVED
ALT000747,D013,2023-06-01,OUTBREAK,HIGH,RESOLVED
ALT000748,D013,2023-06-17,OUTBREAK,HIGH,RESOLVED
ALT000749,D013,2023-07-21,OUTBREAK,HIGH,RESOLVED
ALT000750,D013,2023-07-08,OUTBREAK,HIGH,RESOLVED
ALT000751,D013,2023-07-10,OUTBREAK,HIGH,RESOLVED
ALT000752,D013,2023-08-07,OUTBREAK,HIGH,RESOLVED
ALT000753,D013,2023-08-20,OUTBREAK,HIGH,RESOLVED
ALT000754,D013,2023-08-12,OUTBREAK,HIGH,RESOLVED
ALT000755,D013,2023-08-05,OUTBREAK,HIGH,RESOLVED
ALT000756,D013,2023-09-21,OUTBREAK,HIGH,RESOLVED
