alert_id,district_id,alert_date,alert_type,severity,previous_risk_score,previous_risk_level,cases_estimated,response_delay_hours,anomaly_score,alert_status
972,52,2023-03-10,heat_wave,low,0.183,low,5,32.4,0.0,resolved
973,52,2023-12-02,heat_wave,low,0.35,low,5,18.7,0.256,resolved
974,52,2024-01-03,heat_wave,low,0.301,low,5,36.1,0.205,monitored
975,52,2024-01-04,heat_wave,low,0.332,low,5,24.6,0.24,monitored
976,52,2024-04-11,heat_wave,low,0.172,low,5,15.1,0.0,resolved
977,52,2024-09-20,flood,low,0.335,low,5,27.3,0.273,resolved
978,52,2024-11-05,heat_wave,medium,0.475,medium,7,29.6,0.485,active
979,52,2024-11-23,heat_wave,low,0.397,low,6,22.8,0.344,monitored
980,53,2020-10-09,vector_borne_disease,medium,0.446,medium,118,3.2,0.395,resolved
981,53,2020-12-16,heat_wave,medium,0.464,medium,185,29.3,0.407,resolved
982,53,2020-12-31,heat_wave,medium,0.425,medium,168,15.2,0.355,resolved
983,53,2021-02-12,heat_wave,low,0.246,low,80,4.6,0.085,resolved
984,53,2021-08-31,flood,low,0.398,low,112,18.1,0.308,resolved
985,53,2021-10-29,vector_borne_disease,medium,0.413,medium,210,21.9,0.332,resolved
986,53,2022-05-21,heat_wave,low,0.219,low,136,29.9,0.0,resolved
987,53,2022-06-09,flood,low,0.187,low,123,18.7,0.0,monitored
988,53,2022-06-11,flood,low,0.214,low,137,10.4,0.0,resolved
989,53,2022-08-18,flood,low,0.318,low,192,16.8,0.188,resolved
990,53,2022-09-07,flood,medium,0.438,medium,196,2.2,0.397,resolved
991,53,2022-12-01,heat_wave,medium,0.426,medium,109,3.8,0.382,resolved
992,53,2022-12-03,heat_wave,medium,0.476,medium,138,5.6,0.471,resolved
993,53,2023-12-06,heat_wave,medium,0.409,medium,171,11.2,0.334,monitored
994,53,2023-12-22,heat_wave,low,0.304,low,156,33.9,0.173,resolved
995,53,2023-12-29,heat_wave,low,0.372,low,102,17.6,0.264,resolved
996,53,2024-05-03,heat_wave,low,0.202,low,109,11.1,0.0,resolved
997,53,2024-05-04,heat_wave,low,0.181,low,116,18.4,0.0,resolved
998,53,2024-12-28,heat_wave,low,0.338,low,207,8.1,0.215,active
999,53,2024-12-29,heat_wave,medium,0.432,medium,116,8.1,0.39,monitored
1000,54,2020-02-05,heat_wave,low,0.135,low,13,22.5,0.0,monitored
1001,54,2020-07-14,vector_borne_disease,low,0.143,low,10,18.0,0.0,monitored
1002,54,2021-01-05,heat_wave,low,0.15,low,16,11.2,0.0,monitored
1003,54,2021-10-22,vector_borne_disease,low,0.301,low,39,25.9,0.257,resolved
1004,54,2021-11-29,heat_wave,low,0.296,low,42,18.5,0.26,resolved
1005,54,2022-01-09,heat_wave,low,0.236,low,13,25.9,0.144,resolved
1006,54,2022-01-14,heat_wave,low,0.154,low,8,21.8,0.028,resolved
1007,54,2022-05-08,heat_wave,low,0.144,low,19,19.7,0.0,resolved
1008,54,2022-08-05,vector_borne_disease,low,0.144,low,12,11.1,0.0,resolved
1009,54,2022-09-04,vector_borne_disease,low,0.177,low,13,11.0,0.067,resolved
1010,54,2022-09-29,vector_borne_disease,low,0.24,low,29,15.8,0.172,resolved
1011,54,2022-11-22,heat_wave,low,0.318,low,22,20.3,0.284,monitored
1012,54,2023-02-27,heat_wave,low,0.14,low,16,8.7,0.0,resolved
1013,54,2023-04-21,heat_wave,low,0.129,low,19,25.7,0.0,monitored
1014,54,2023-05-06,heat_wave,low,0.137,low,16,25.3,0.0,monitored
1015,54,2023-08-29,vector_borne_disease,low,0.184,low,14,7.5,0.058,resolved
1016,54,2023-09-29,vector_borne_disease,low,0.25,low,30,12.7,0.164,resolved
1017,54,2023-10-01,vector_borne_disease,low,0.248,low,22,7.3,0.175,resolved
1018,54,2024-06-16,heat_wave,low,0.132,low,12,10.6,0.0,resolved
1019,54,2024-11-24,heat_wave,low,0.256,low,18,16.6,0.207,active
1020,54,2024-12-04,heat_wave,low,0.289,low,34,9.3,0.23,monitored
1021,55,2020-06-28,water_contamination,low,0.184,low,29,4.4,0.0,resolved
1022,55,2020-07-29,water_contamination,low,0.184,low,76,30.8,0.0,resolved
1023,55,2020-08-31,water_contamination,low,0.264,low,82,3.6,0.112,resolved
1024,55,2020-09-16,water_contamination,low,0.334,low,100,23.7,0.202,monitored
1025,55,2020-10-20,water_contamination,low,0.395,low,84,19.1,0.314,resolved
1026,55,2020-12-26,water_contamination,low,0.32,low,110,7.0,0.205,resolved
1027,55,2021-02-06,water_contamination,low,0.225,low,50,27.0,0.068,resolved
1028,55,2021-04-25,water_contamination,low,0.195,low,75,20.3,0.0,resolved
1029,55,2021-04-26,water_contamination,low,0.187,low,30,22.5,0.0,resolved
1030,55,2021-08-27,water_contamination,low,0.196,low,41,11.3,0.0,resolved
1031,55,2022-03-01,water_contamination,low,0.226,low,73,5.1,0.055,resolved
1032,55,2022-09-01,water_contamination,low,0.302,low,112,7.6,0.184,resolved
1033,55,2022-09-13,water_contamination,low,0.28,low,112,24.5,0.149,resolved
1034,55,2022-11-04,water_contamination,low,0.39,low,120,23.9,0.333,resolved
1035,55,2023-05-19,water_contamination,low,0.189,low,69,12.4,0.0,resolved
1036,55,2023-07-17,water_contamination,low,0.197,low,39,34.0,0.0,monitored
1037,55,2023-08-06,water_contamination,low,0.18,low,30,10.8,0.0,resolved
1038,55,2023-10-08,water_contamination,low,0.397,low,137,26.2,0.339,resolved
1039,55,2023-11-25,water_contamination,low,0.356,low,94,5.4,0.285,resolved
1040,55,2024-05-30,water_contamination,low,0.207,low,90,27.6,0.0,resolved
1041,55,2024-07-26,water_contamination,low,0.2,low,34,11.8,0.011,resolved
1042,55,2024-09-18,water_contamination,low,0.334,low,147,17.9,0.23,resolved
1043,55,2024-10-06,water_contamination,medium,0.404,medium,81,2.2,0.356,monitored
1044,55,2024-10-16,water_contamination,low,0.392,low,92,20.0,0.358,active
1045,55,2024-11-17,water_contamination,medium,0.426,medium,78,7.4,0.389,monitored
1046,56,2020-05-24,water_contamination,low,0.14,low,5,32.1,0.0,resolved
1047,56,2020-07-25,flood,low,0.155,low,5,30.2,0.009,resolved
1048,56,2020-08-13,flood,low,0.193,low,5,23.1,0.084,monitored
1049,56,2020-08-30,flood,low,0.234,low,5,32.7,0.17,resolved
1050,56,2020-09-21,flood,low,0.355,low,5,24.3,0.337,resolved
1051,56,2020-09-25,flood,low,0.335,low,5,15.4,0.306,monitored
1052,56,2020-10-31,water_contamination,low,0.357,low,5,18.1,0.337,resolved
1053,56,2020-12-31,water_contamination,low,0.316,low,5,10.1,0.27,monitored
1054,56,2021-01-04,water_contamination,low,0.297,low,5,15.1,0.231,resolved
1055,56,2021-01-25,water_contamination,low,0.22,low,5,1.0,0.094,resolved
1056,56,2021-02-08,water_contamination,low,0.19,low,5,30.3,0.053,monitored
1057,56,2021-04-27,water_contamination,low,0.127,low,5,25.6,0.0,monitored
1058,56,2021-07-17,flood,low,0.138,low,5,20.5,0.0,resolved
1059,56,2021-08-19,flood,low,0.246,low,5,10.7,0.15,monitored
1060,56,2021-09-19,flood,low,0.336,low,5,12.1,0.271,resolved
1061,56,2021-12-07,water_contamination,low,0.396,low,5,26.3,0.408,monitored
1062,56,2022-01-27,water_contamination,low,0.227,low,5,31.7,0.124,resolved
1063,56,2022-07-09,flood,low,0.144,low,5,32.4,0.0,resolved
1064,56,2022-08-22,flood,low,0.258,low,5,12.4,0.17,monitored
1065,56,2022-09-05,flood,low,0.291,low,5,29.4,0.223,resolved
1066,56,2022-11-10,water_contamination,low,0.381,low,5,19.2,0.365,resolved
1067,56,2022-12-07,water_contamination,low,0.293,low,5,22.7,0.246,resolved
1068,56,2023-04-14,water_contamination,low,0.149,low,5,26.8,0.0,resolved
1069,56,2023-06-14,flood,low,0.139,low,5,13.3,0.0,resolved
1070,56,2023-10-20,water_contamination,low,0.385,low,5,23.6,0.375,monitored
1071,56,2023-10-23,water_contamination,low,0.391,low,5,24.0,0.392,resolved
1072,56,2023-11-16,water_contamination,low,0.35,low,5,24.2,0.339,monitored
1073,56,2023-11-20,water_contamination,low,0.35,low,5,11.9,0.323,resolved
1074,56,2023-12-08,water_contamination,low,0.305,low,5,15.0,0.245,resolved
1075,56,2024-02-06,water_contamination,low,0.165,low,5,25.0,0.035,resolved
1076,56,2024-02-25,water_contamination,low,0.149,low,5,37.3,0.0,monitored
1077,56,2024-06-29,flood,low,0.135,low,5,21.8,0.0,monitored
1078,56,2024-08-07,flood,low,0.195,low,5,26.5,0.055,monitored
1079,56,2024-08-25,flood,low,0.231,low,5,17.5,0.133,resolved
1080,56,2024-09-16,flood,low,0.317,low,5,23.8,0.284,resolved
1081,56,2024-10-23,water_contamination,low,0.347,low,5,21.5,0.323,monitored
1082,56,2024-11-06,water_contamination,low,0.385,low,5,12.6,0.402,monitored
1083,57,2020-04-29,heat_wave,low,0.116,low,5,21.3,0.0,resolved
1084,57,2020-07-09,vector_borne_disease,low,0.1,low,5,14.1,0.0,resolved
1085,57,2020-10-27,vector_borne_disease,low,0.127,low,5,12.4,0.0,resolved
1086,57,2020-12-01,heat_wave,low,0.111,low,5,23.0,0.0,resolved
1087,57,2021-01-16,heat_wave,low,0.248,low,5,29.2,0.264,resolved
1088,57,2021-11-19,heat_wave,low,0.371,low,7,13.8,0.458,monitored
1089,57,2021-12-25,heat_wave,low,0.318,low,7,20.4,0.357,resolved
1090,57,2021-12-30,heat_wave,low,0.298,low,7,17.3,0.31,resolved
1091,57,2022-02-20,heat_wave,low,0.126,low,5,18.3,0.0,monitored
1092,57,2022-08-16,vector_borne_disease,low,0.119,low,5,28.0,0.0,resolved
1093,57,2023-02-12,heat_wave,low,0.167,low,5,21.1,0.077,monitored
1094,57,2023-10-23,vector_borne_disease,medium,0.435,medium,6,6.3,0.59,resolved
1095,57,2023-11-30,heat_wave,low,0.228,low,5,16.9,0.206,resolved
1096,57,2024-02-18,heat_wave,low,0.233,low,8,18.2,0.181,monitored
1097,57,2024-06-28,heat_wave,low,0.118,low,5,25.2,0.0,resolved
1098,57,2024-10-15,vector_borne_disease,low,0.141,low,5,21.0,0.074,active
1099,57,2024-11-11,heat_wave,medium,0.448,medium,7,35.8,0.596,active
1100,57,2024-11-21,heat_wave,medium,0.419,medium,6,19.0,0.552,monitored
1101,58,2020-05-30,heat_wave,low,0.145,low,18,14.1,0.0,monitored
1102,58,2020-08-05,vector_borne_disease,low,0.144,low,30,18.7,0.0,resolved
1103,58,2020-10-04,vector_borne_disease,low,0.219,low,21,14.6,0.145,resolved
1104,58,2020-10-31,vector_borne_disease,low,0.222,low,26,20.3,0.134,resolved
1105,58,2021-07-20,vector_borne_disease,low,0.202,low,46,23.9,0.109,resolved
1106,58,2021-11-23,heat_wave,low,0.244,low,58,22.0,0.158,monitored
1107,58,2021-12-29,heat_wave,low,0.171,low,39,23.8,0.078,monitored
1108,58,2022-03-10,heat_wave,low,0.136,low,14,18.6,0.0,resolved
1109,58,2022-03-13,heat_wave,low,0.144,low,20,15.8,0.0,resolved
1110,58,2022-05-10,heat_wave,low,0.148,low,38,11.3,0.0,resolved
1111,58,2022-06-10,heat_wave,low,0.142,low,36,30.5,0.0,resolved
1112,58,2023-04-06,heat_wave,low,0.122,low,15,34.7,0.0,resolved
1113,58,2023-12-03,heat_wave,low,0.261,low,31,26.7,0.204,resolved
1114,58,2024-02-17,heat_wave,low,0.139,low,27,25.4,0.0,resolved
1115,58,2024-02-18,heat_wave,low,0.138,low,36,24.3,0.0,resolved
1116,58,2024-08-16,vector_borne_disease,low,0.259,low,56,28.1,0.186,resolved
1117,58,2024-09-05,vector_borne_disease,low,0.276,low,60,22.0,0.235,resolved
1118,58,2024-10-02,vector_borne_disease,low,0.354,low,77,9.9,0.335,active
1119,58,2024-12-15,heat_wave,low,0.14,low,18,22.3,0.0,active
1120,59,2020-08-10,vector_borne_disease,low,0.168,low,25,24.9,0.0,monitored
1121,59,2020-08-25,vector_borne_disease,low,0.196,low,25,25.6,0.015,resolved
1122,59,2020-11-06,heat_wave,low,0.387,low,70,27.5,0.39,resolved
1123,59,2020-11-17,heat_wave,low,0.248,low,76,21.0,0.124,resolved
1124,59,2020-12-23,heat_wave,medium,0.414,medium,88,17.2,0.402,resolved
1125,59,2021-01-21,heat_wave,low,0.183,low,62,14.6,0.038,resolved
1126,59,2021-06-13,heat_wave,low,0.163,low,22,15.7,0.0,resolved
1127,59,2021-10-03,vector_borne_disease,medium,0.429,medium,157,4.7,0.421,monitored
1128,59,2021-12-10,heat_wave,low,0.327,low,41,26.2,0.271,resolved
1129,59,2021-12-20,heat_wave,low,0.321,low,62,3.1,0.242,resolved
1130,59,2022-04-27,heat_wave,low,0.147,low,30,8.4,0.0,resolved
1131,59,2022-11-16,heat_wave,low,0.346,low,66,30.1,0.271,resolved
1132,59,2023-10-18,vector_borne_disease,medium,0.413,medium,147,22.2,0.402,monitored
1133,59,2024-01-26,heat_wave,low,0.146,low,21,34.0,0.0,resolved
1134,59,2024-05-26,heat_wave,low,0.166,low,34,13.8,0.0,monitored
1135,59,2024-07-31,vector_borne_disease,low,0.162,low,38,10.7,0.0,resolved
1136,60,2020-06-07,heat_wave,low,0.192,low,117,7.6,0.0,resolved
1137,60,2020-09-24,vector_borne_disease,low,0.341,low,97,22.7,0.205,resolved
1138,60,2020-09-27,vector_borne_disease,low,0.369,low,208,24.0,0.276,resolved
1139,60,2020-11-23,heat_wave,low,0.368,low,205,31.1,0.255,resolved
1140,60,2020-12-01,heat_wave,low,0.261,low,78,16.7,0.089,resolved
1141,60,2021-05-26,heat_wave,low,0.209,low,115,23.2,0.0,monitored
1142,60,2021-07-19,vector_borne_disease,low,0.26,low,132,17.5,0.063,monitored
1143,60,2021-09-10,vector_borne_disease,low,0.382,low,209,24.8,0.315,monitored
1144,60,2021-10-03,vector_borne_disease,medium,0.474,medium,270,8.1,0.438,resolved
1145,60,2021-11-25,heat_wave,medium,0.444,medium,252,17.5,0.405,monitored
1146,60,2021-12-13,heat_wave,low,0.292,low,135,17.1,0.148,monitored
1147,60,2022-01-09,heat_wave,low,0.27,low,129,22.6,0.1,resolved
1148,60,2022-01-30,heat_wave,low,0.209,low,110,17.5,0.0,monitored
1149,60,2022-08-04,vector_borne_disease,low,0.203,low,73,2.7,0.0,resolved
1150,60,2022-11-18,heat_wave,low,0.376,low,164,26.2,0.281,resolved
1151,60,2023-01-16,heat_wave,low,0.245,low,73,14.2,0.053,resolved
1152,60,2023-01-26,heat_wave,low,0.314,low,127,22.3,0.174,resolved
1153,60,2024-10-07,vector_borne_disease,low,0.343,low,183,25.3,0.225,monitored
1154,60,2024-11-25,heat_wave,medium,0.482,medium,264,25.0,0.461,active
1155,61,2020-08-24,vector_borne_disease,low,0.143,low,7,5.9,0.023,monitored
1156,61,2020-09-23,vector_borne_disease,low,0.203,low,9,30.3,0.132,resolved
1157,61,2020-11-26,heat_wave,low,0.181,low,10,22.6,0.085,resolved
1158,61,2021-02-24,heat_wave,low,0.129,low,12,28.0,0.0,resolved
1159,61,2021-10-14,vector_borne_disease,low,0.174,low,10,15.9,0.093,resolved
1160,61,2021-10-20,vector_borne_disease,low,0.319,low,13,20.0,0.308,monitored
1161,61,2022-09-14,vector_borne_disease,low,0.177,low,10,10.2,0.074,resolved
1162,61,2022-09-24,vector_borne_disease,low,0.178,low,15,12.3,0.091,resolved
1163,61,2022-12-21,heat_wave,low,0.243,low,19,46.4,0.167,resolved
1164,61,2023-01-06,heat_wave,low,0.123,low,6,21.9,0.015,resolved
1165,61,2023-07-28,vector_borne_disease,low,0.11,low,5,17.5,0.0,resolved
1166,61,2023-11-03,heat_wave,low,0.266,low,27,21.5,0.219,resolved
1167,61,2023-11-30,heat_wave,low,0.222,low,20,17.4,0.17,resolved
1168,61,2024-05-07,heat_wave,low,0.117,low,9,26.2,0.0,resolved
1169,61,2024-05-10,heat_wave,low,0.11,low,5,28.1,0.0,resolved
1170,62,2020-01-17,heat_wave,low,0.29,low,16,26.3,0.16,resolved
1171,62,2020-02-27,heat_wave,low,0.171,low,11,16.4,0.0,monitored
1172,62,2020-03-11,heat_wave,low,0.193,low,14,23.4,0.0,resolved
1173,62,2020-09-14,flood,low,0.397,low,18,29.6,0.359,monitored
1174,62,2021-10-21,vector_borne_disease,medium,0.453,medium,40,4.2,0.495,resolved
1175,62,2021-10-31,vector_borne_disease,medium,0.498,medium,28,25.1,0.506,resolved
1176,62,2021-11-06,heat_wave,low,0.376,low,22,15.4,0.319,monitored
1177,62,2021-12-26,heat_wave,low,0.39,low,35,21.2,0.335,monitored
1178,62,2022-11-18,heat_wave,medium,0.41,medium,18,28.9,0.374,resolved
1179,62,2023-01-22,heat_wave,low,0.288,low,24,12.1,0.176,resolved
1180,62,2023-11-18,heat_wave,medium,0.455,medium,33,1.7,0.468,resolved
1181,62,2024-08-01,flood,low,0.276,low,18,36.1,0.166,resolved
1182,62,2024-08-21,flood,low,0.21,low,20,22.7,0.019,resolved
1183,62,2024-09-10,flood,low,0.293,low,18,17.4,0.173,resolved
1184,62,2024-10-07,vector_borne_disease,medium,0.416,medium,38,19.0,0.386,active
1185,62,2024-10-19,vector_borne_disease,low,0.395,low,21,21.2,0.35,monitored
1186,62,2024-11-19,heat_wave,medium,0.468,medium,23,9.3,0.474,active
1187,63,2020-07-22,vector_borne_disease,low,0.121,low,5,28.0,0.0,resolved
1188,63,2020-07-29,vector_borne_disease,low,0.126,low,5,30.3,0.0,monitored
1189,63,2020-10-30,vector_borne_disease,low,0.202,low,6,21.4,0.125,monitored
1190,63,2020-12-04,heat_wave,low,0.247,low,9,35.7,0.198,resolved
1191,63,2020-12-11,heat_wave,low,0.219,low,7,31.2,0.176,monitored
1192,63,2021-04-20,heat_wave,low,0.109,low,5,28.6,0.0,resolved
1193,63,2021-10-10,vector_borne_disease,low,0.217,low,7,17.3,0.161,monitored
1194,63,2021-12-12,heat_wave,low,0.27,low,7,22.4,0.242,monitored
1195,63,2022-04-21,heat_wave,low,0.123,low,6,17.7,0.0,resolved
1196,63,2022-09-12,vector_borne_disease,low,0.305,low,12,16.2,0.3,monitored
1197,63,2022-09-22,vector_borne_disease,low,0.302,low,12,13.2,0.303,resolved
1198,63,2022-10-07,vector_borne_disease,low,0.283,low,10,25.5,0.277,monitored
1199,63,2023-01-27,heat_wave,low,0.142,low,5,32.7,0.0,resolved
1200,63,2023-03-27,heat_wave,low,0.127,low,6,30.0,0.0,resolved
1201,63,2023-08-13,vector_borne_disease,low,0.143,low,7,26.1,0.048,resolved
1202,63,2023-10-11,vector_borne_disease,low,0.126,low,6,17.0,0.0,monitored
1203,63,2023-12-25,heat_wave,low,0.13,low,6,11.4,0.0,resolved
1204,63,2024-01-20,heat_wave,low,0.136,low,5,27.7,0.007,resolved
1205,63,2024-10-20,vector_borne_disease,low,0.238,low,12,15.7,0.198,monitored
1206,64,2020-01-07,heat_wave,low,0.358,low,31,13.7,0.297,resolved
1207,64,2020-06-23,flood,low,0.176,low,18,18.5,0.0,resolved
1208,64,2020-07-25,flood,low,0.205,low,19,17.0,0.052,monitored
1209,64,2020-08-25,flood,low,0.244,low,24,17.7,0.119,resolved
1210,64,2020-09-27,flood,low,0.359,low,38,16.7,0.291,resolved
1211,64,2020-10-02,vector_borne_disease,low,0.376,low,14,13.8,0.357,resolved
1212,64,2020-12-06,heat_wave,low,0.339,low,17,26.3,0.281,resolved
1213,64,2021-04-16,heat_wave,low,0.171,low,17,23.8,0.0,monitored
1214,64,2021-07-12,flood,low,0.184,low,18,25.1,0.007,monitored
1215,64,2021-12-01,heat_wave,medium,0.428,medium,44,8.0,0.426,resolved
1216,64,2021-12-21,heat_wave,low,0.303,low,22,23.2,0.193,resolved
1217,64,2022-01-01,heat_wave,low,0.25,low,17,6.5,0.119,resolved
1218,64,2022-01-26,heat_wave,low,0.222,low,15,27.7,0.061,monitored
1219,64,2022-02-26,heat_wave,low,0.188,low,13,11.1,0.025,resolved
1220,64,2022-11-10,heat_wave,low,0.372,low,34,21.6,0.328,resolved
1221,64,2023-08-30,flood,medium,0.406,medium,19,19.1,0.383,resolved
1222,64,2023-09-29,flood,low,0.362,low,31,12.2,0.315,resolved
1223,64,2023-10-31,vector_borne_disease,medium,0.45,medium,16,8.0,0.449,resolved
1224,64,2023-11-09,heat_wave,medium,0.447,medium,33,19.0,0.47,resolved
1225,64,2024-01-09,heat_wave,low,0.376,low,29,20.8,0.352,monitored
1226,64,2024-01-28,heat_wave,low,0.252,low,21,34.3,0.104,monitored
1227,64,2024-03-31,heat_wave,low,0.166,low,12,29.3,0.0,monitored
1228,64,2024-05-03,heat_wave,low,0.164,low,13,15.4,0.0,monitored
1229,64,2024-07-30,flood,low,0.181,low,11,13.8,0.01,monitored
1230,64,2024-12-14,heat_wave,low,0.37,low,37,22.5,0.346,monitored
1231,65,2020-02-01,heat_wave,low,0.181,low,62,24.3,0.0,monitored
1232,65,2020-07-05,vector_borne_disease,low,0.179,low,51,23.6,0.0,resolved
1233,65,2020-10-31,vector_borne_disease,low,0.339,low,91,19.9,0.245,resolved
1234,65,2020-11-09,heat_wave,low,0.282,low,89,22.9,0.155,resolved
1235,65,2020-12-19,heat_wave,low,0.288,low,51,14.3,0.153,resolved
1236,65,2021-05-10,heat_wave,low,0.179,low,32,16.0,0.0,resolved
1237,65,2021-08-26,vector_borne_disease,low,0.225,low,73,22.7,0.021,resolved
1238,65,2021-12-01,heat_wave,low,0.338,low,89,17.7,0.247,monitored
1239,65,2021-12-22,heat_wave,low,0.304,low,41,37.2,0.189,resolved
1240,65,2022-05-01,heat_wave,low,0.15,low,24,20.6,0.0,resolved
1241,65,2022-06-28,heat_wave,low,0.184,low,40,14.3,0.0,monitored
1242,65,2022-11-03,heat_wave,low,0.361,low,110,23.1,0.286,resolved
1243,65,2022-11-19,heat_wave,low,0.355,low,54,14.8,0.261,resolved
1244,65,2023-02-10,heat_wave,low,0.195,low,64,14.7,0.0,resolved
1245,65,2023-06-04,heat_wave,low,0.182,low,27,15.9,0.0,monitored
1246,65,2023-07-26,vector_borne_disease,low,0.189,low,55,16.5,0.0,resolved
1247,65,2023-10-07,vector_borne_disease,low,0.382,low,83,9.5,0.314,monitored
1248,65,2023-10-22,vector_borne_disease,low,0.395,low,58,23.6,0.339,resolved
1249,65,2023-11-10,heat_wave,medium,0.409,medium,64,8.9,0.331,resolved
1250,65,2023-12-26,heat_wave,low,0.289,low,55,44.0,0.171,resolved
1251,65,2024-05-01,heat_wave,low,0.191,low,39,23.5,0.0,resolved
1252,66,2020-04-22,heat_wave,low,0.194,low,67,16.3,0.0,resolved
1253,66,2020-11-21,heat_wave,medium,0.433,medium,130,10.3,0.41,monitored
1254,66,2020-11-25,heat_wave,medium,0.465,medium,221,14.8,0.474,resolved
1255,66,2021-03-05,heat_wave,low,0.184,low,43,15.1,0.0,resolved
1256,66,2021-06-01,heat_wave,low,0.191,low,39,27.0,0.0,resolved
1257,66,2021-06-10,heat_wave,low,0.161,low,51,22.2,0.0,resolved
1258,66,2022-11-30,heat_wave,low,0.369,low,75,27.0,0.315,monitored
1259,66,2023-01-14,heat_wave,low,0.318,low,118,16.0,0.242,monitored
1260,66,2023-02-02,heat_wave,low,0.188,low,48,3.2,0.0,resolved
1261,66,2024-02-13,heat_wave,low,0.171,low,30,30.0,0.0,resolved
1262,66,2024-06-04,heat_wave,low,0.176,low,71,4.9,0.0,monitored
1263,66,2024-06-16,heat_wave,low,0.187,low,38,30.8,0.0,resolved
1264,66,2024-09-29,vector_borne_disease,low,0.269,low,75,25.8,0.142,resolved
1265,66,2024-11-18,heat_wave,low,0.337,low,78,12.7,0.238,monitored
1266,67,2020-01-01,heat_wave,low,0.35,low,112,32.5,0.29,monitored
1267,67,2020-01-28,heat_wave,low,0.239,low,56,22.7,0.139,resolved
1268,67,2020-02-27,heat_wave,low,0.224,low,70,26.1,0.1,resolved
1269,67,2020-09-12,flood,low,0.27,low,49,32.5,0.189,resolved
1270,67,2020-10-10,vector_borne_disease,low,0.342,low,58,18.7,0.331,resolved
1271,67,2021-01-17,heat_wave,low,0.224,low,47,19.7,0.117,monitored
1272,67,2021-05-01,heat_wave,low,0.15,low,21,33.7,0.0,resolved
1273,67,2021-07-11,flood,low,0.157,low,58,16.6,0.0,resolved
1274,67,2021-11-10,heat_wave,low,0.36,low,68,17.3,0.334,monitored
1275,67,2021-11-23,heat_wave,low,0.365,low,121,14.8,0.357,monitored
1276,67,2021-12-20,heat_wave,low,0.349,low,125,26.0,0.33,monitored
1277,67,2022-01-13,heat_wave,low,0.332,low,73,27.0,0.306,monitored
1278,67,2022-02-22,heat_wave,low,0.15,low,46,24.1,0.0,resolved
1279,67,2022-07-16,flood,low,0.161,low,26,31.1,0.0,resolved
1280,67,2022-08-25,flood,low,0.25,low,95,35.4,0.175,monitored
1281,67,2022-08-29,flood,low,0.312,low,60,20.6,0.247,resolved
1282,67,2022-12-30,heat_wave,low,0.328,low,51,17.4,0.289,resolved
1283,67,2023-02-24,heat_wave,low,0.142,low,54,26.2,0.0,resolved
1284,67,2023-04-18,heat_wave,low,0.144,low,55,23.9,0.0,resolved
1285,67,2023-04-20,heat_wave,low,0.124,low,35,21.8,0.0,resolved
1286,67,2023-06-16,flood,low,0.153,low,36,13.3,0.0,monitored
1287,67,2024-04-01,heat_wave,low,0.147,low,38,13.3,0.0,resolved
1288,67,2024-08-22,flood,low,0.271,low,38,18.7,0.177,monitored
1289,67,2024-12-30,heat_wave,low,0.285,low,51,15.2,0.206,active
1290,68,2020-04-12,heat_wave,low,0.141,low,5,29.7,0.0,resolved
1291,68,2020-05-07,heat_wave,low,0.14,low,5,18.3,0.0,resolved
1292,68,2020-09-05,vector_borne_disease,low,0.232,low,5,31.3,0.141,resolved
1293,68,2020-11-15,heat_wave,low,0.33,low,5,35.5,0.276,monitored
1294,68,2020-12-22,heat_wave,low,0.144,low,5,30.7,0.0,resolved
1295,68,2021-03-14,heat_wave,low,0.152,low,5,25.0,0.0,monitored
1296,68,2021-10-23,vector_borne_disease,medium,0.499,medium,5,27.4,0.604,resolved
1297,68,2021-11-05,heat_wave,low,0.311,low,5,26.4,0.288,resolved
1298,68,2021-11-22,heat_wave,low,0.345,low,5,25.0,0.346,resolved
1299,68,2021-12-31,heat_wave,low,0.14,low,5,2.3,0.0,resolved
1300,68,2022-01-27,heat_wave,low,0.214,low,5,34.4,0.106,resolved
1301,68,2022-02-19,heat_wave,low,0.148,low,5,28.4,0.0,resolved
1302,68,2022-12-26,heat_wave,low,0.264,low,5,28.3,0.21,monitored
1303,68,2023-03-24,heat_wave,low,0.155,low,5,33.7,0.0,monitored
1304,68,2023-04-06,heat_wave,low,0.136,low,5,14.0,0.0,resolved
1305,68,2023-05-31,heat_wave,low,0.149,low,5,25.5,0.0,resolved
1306,68,2023-07-24,vector_borne_disease,low,0.145,low,5,23.5,0.0,resolved
1307,68,2023-12-26,heat_wave,low,0.152,low,5,17.2,0.0,resolved
1308,68,2024-03-31,heat_wave,low,0.15,low,5,2.7,0.0,monitored
1309,68,2024-04-24,heat_wave,low,0.15,low,5,19.1,0.0,monitored
1310,68,2024-04-25,heat_wave,low,0.144,low,5,25.0,0.0,monitored
1311,68,2024-07-24,vector_borne_disease,low,0.151,low,5,30.5,0.0,monitored
1312,69,2020-05-05,heat_wave,low,0.132,low,5,22.5,0.0,resolved
1313,69,2020-10-25,vector_borne_disease,low,0.322,low,11,34.5,0.303,resolved
1314,69,2020-10-27,vector_borne_disease,low,0.32,low,8,19.5,0.306,resolved
1315,69,2020-12-04,heat_wave,low,0.253,low,10,17.6,0.193,monitored
1316,69,2020-12-24,heat_wave,low,0.177,low,5,26.8,0.08,resolved
